paper_id,field1,domain1,field2,domain2,field3,domain3
1172066,Social Sciences,Social Sciences,Arts and Humanities,Social Sciences,,
1348778,Engineering,Physical Sciences,Materials Science,Physical Sciences,"Business, Management and Accounting",Social Sciences
83525,Computer Science,Physical Sciences,"Business, Management and Accounting",Social Sciences,,
1312429,"Business, Management and Accounting",Social Sciences,"Biochemistry, Genetics and Molecular Biology",Life Sciences,"Economics, Econometrics and Finance",Social Sciences
147918,Computer Science,Physical Sciences,Psychology,Social Sciences,,
1392688,Computer Science,Physical Sciences,Social Sciences,Social Sciences,,
1311973,Social Sciences,Social Sciences,Psychology,Social Sciences,Computer Science,Physical Sciences
1311974,Computer Science,Physical Sciences,Social Sciences,Social Sciences,Medicine,Health Sciences
819070,Computer Science,Physical Sciences,Social Sciences,Social Sciences,,
1429626,"Business, Management and Accounting",Social Sciences,,,,
1516410,Decision Sciences,Social Sciences,Environmental Science,Physical Sciences,Engineering,Physical Sciences
145635,"Economics, Econometrics and Finance",Social Sciences,,,,
85957,Mathematics,Physical Sciences,"Economics, Econometrics and Finance",Social Sciences,Physics and Astronomy,Physical Sciences
57338,Social Sciences,Social Sciences,Medicine,Health Sciences,,
1353100,"Economics, Econometrics and Finance",Social Sciences,Environmental Science,Physical Sciences,Decision Sciences,Social Sciences
1498777,"Economics, Econometrics and Finance",Social Sciences,,,,
1435703,"Economics, Econometrics and Finance",Social Sciences,,,,
123803,Social Sciences,Social Sciences,Computer Science,Physical Sciences,Engineering,Physical Sciences
1379819,Computer Science,Physical Sciences,Decision Sciences,Social Sciences,,
848208,Medicine,Health Sciences,Social Sciences,Social Sciences,Mathematics,Physical Sciences
1338547,Social Sciences,Social Sciences,Decision Sciences,Social Sciences,,
1514280,Engineering,Physical Sciences,"Economics, Econometrics and Finance",Social Sciences,Environmental Science,Physical Sciences
224380,Social Sciences,Social Sciences,,,,
1466076,Computer Science,Physical Sciences,Social Sciences,Social Sciences,,
61332,Computer Science,Physical Sciences,"Business, Management and Accounting",Social Sciences,,
39849,Social Sciences,Social Sciences,Neuroscience,Life Sciences,Computer Science,Physical Sciences
1379040,Social Sciences,Social Sciences,Decision Sciences,Social Sciences,,
495366,Engineering,Physical Sciences,Decision Sciences,Social Sciences,Environmental Science,Physical Sciences
51525,Computer Science,Physical Sciences,Psychology,Social Sciences,,
524747,Computer Science,Physical Sciences,Social Sciences,Social Sciences,,
1310237,Computer Science,Physical Sciences,Decision Sciences,Social Sciences,,
1437624,Nursing,Health Sciences,"Economics, Econometrics and Finance",Social Sciences,,
131781,Physics and Astronomy,Physical Sciences,Social Sciences,Social Sciences,,
1501686,Physics and Astronomy,Physical Sciences,Social Sciences,Social Sciences,,
70867,Computer Science,Physical Sciences,Social Sciences,Social Sciences,,
1306358,Social Sciences,Social Sciences,Computer Science,Physical Sciences,,
73732,Engineering,Physical Sciences,Decision Sciences,Social Sciences,,
1324536,Decision Sciences,Social Sciences,Earth and Planetary Sciences,Physical Sciences,Engineering,Physical Sciences
1516867,Computer Science,Physical Sciences,Social Sciences,Social Sciences,Engineering,Physical Sciences
1515971,Computer Science,Physical Sciences,Social Sciences,Social Sciences,,
1515932,Computer Science,Physical Sciences,Social Sciences,Social Sciences,,
256135,Computer Science,Physical Sciences,Decision Sciences,Social Sciences,,
74419,Engineering,Physical Sciences,"Economics, Econometrics and Finance",Social Sciences,,
1509731,Computer Science,Physical Sciences,Decision Sciences,Social Sciences,,
1529029,Computer Science,Physical Sciences,Social Sciences,Social Sciences,,
30118,Physics and Astronomy,Physical Sciences,Medicine,Health Sciences,Psychology,Social Sciences
1294386,Computer Science,Physical Sciences,Arts and Humanities,Social Sciences,,
226275,Computer Science,Physical Sciences,Decision Sciences,Social Sciences,,
1410614,"Business, Management and Accounting",Social Sciences,,,,
1196403,"Economics, Econometrics and Finance",Social Sciences,,,,
1422015,"Business, Management and Accounting",Social Sciences,Social Sciences,Social Sciences,,
306399,"Economics, Econometrics and Finance",Social Sciences,Physics and Astronomy,Physical Sciences,,
390443,Social Sciences,Social Sciences,Physics and Astronomy,Physical Sciences,,
1528464,Computer Science,Physical Sciences,Social Sciences,Social Sciences,,
120730,"Economics, Econometrics and Finance",Social Sciences,Physics and Astronomy,Physical Sciences,Medicine,Health Sciences
1380942,Engineering,Physical Sciences,Arts and Humanities,Social Sciences,,
195251,Social Sciences,Social Sciences,Physics and Astronomy,Physical Sciences,,
265105,"Business, Management and Accounting",Social Sciences,Social Sciences,Social Sciences,,
39615,Social Sciences,Social Sciences,Physics and Astronomy,Physical Sciences,,
1497836,"Economics, Econometrics and Finance",Social Sciences,"Business, Management and Accounting",Social Sciences,,
1264692,Physics and Astronomy,Physical Sciences,Social Sciences,Social Sciences,,
1464941,"Economics, Econometrics and Finance",Social Sciences,Physics and Astronomy,Physical Sciences,Environmental Science,Physical Sciences
1397517,Physics and Astronomy,Physical Sciences,Decision Sciences,Social Sciences,,
1508248,Computer Science,Physical Sciences,Social Sciences,Social Sciences,,
1239004,Computer Science,Physical Sciences,Social Sciences,Social Sciences,,
1495145,"Economics, Econometrics and Finance",Social Sciences,Medicine,Health Sciences,Computer Science,Physical Sciences
610663,"Economics, Econometrics and Finance",Social Sciences,Social Sciences,Social Sciences,Environmental Science,Physical Sciences
634436,Social Sciences,Social Sciences,Engineering,Physical Sciences,Environmental Science,Physical Sciences
1508988,"Economics, Econometrics and Finance",Social Sciences,Physics and Astronomy,Physical Sciences,,
1411350,Mathematics,Physical Sciences,Decision Sciences,Social Sciences,Physics and Astronomy,Physical Sciences
252752,Social Sciences,Social Sciences,"Biochemistry, Genetics and Molecular Biology",Life Sciences,Environmental Science,Physical Sciences
276000,Social Sciences,Social Sciences,"Biochemistry, Genetics and Molecular Biology",Life Sciences,Medicine,Health Sciences
1452868,Social Sciences,Social Sciences,"Economics, Econometrics and Finance",Social Sciences,Physics and Astronomy,Physical Sciences
1327875,Social Sciences,Social Sciences,"Biochemistry, Genetics and Molecular Biology",Life Sciences,Medicine,Health Sciences
1308193,Computer Science,Physical Sciences,Decision Sciences,Social Sciences,,
1509571,"Business, Management and Accounting",Social Sciences,Computer Science,Physical Sciences,Mathematics,Physical Sciences
1324663,Social Sciences,Social Sciences,"Biochemistry, Genetics and Molecular Biology",Life Sciences,Medicine,Health Sciences
58567,Computer Science,Physical Sciences,Physics and Astronomy,Physical Sciences,"Economics, Econometrics and Finance",Social Sciences
33475,Computer Science,Physical Sciences,Social Sciences,Social Sciences,Decision Sciences,Social Sciences
145546,Computer Science,Physical Sciences,Decision Sciences,Social Sciences,,
1343881,Physics and Astronomy,Physical Sciences,"Economics, Econometrics and Finance",Social Sciences,,
1268638,Computer Science,Physical Sciences,Decision Sciences,Social Sciences,,
48919,Social Sciences,Social Sciences,Health Professions,Health Sciences,Computer Science,Physical Sciences
1468607,Arts and Humanities,Social Sciences,Psychology,Social Sciences,Neuroscience,Life Sciences
326256,Mathematics,Physical Sciences,Social Sciences,Social Sciences,"Economics, Econometrics and Finance",Social Sciences
284042,Computer Science,Physical Sciences,Social Sciences,Social Sciences,,
176367,Decision Sciences,Social Sciences,Health Professions,Health Sciences,,
1436251,Decision Sciences,Social Sciences,Computer Science,Physical Sciences,,
540459,Mathematics,Physical Sciences,Decision Sciences,Social Sciences,"Biochemistry, Genetics and Molecular Biology",Life Sciences
114941,Physics and Astronomy,Physical Sciences,Arts and Humanities,Social Sciences,,
1397410,Physics and Astronomy,Physical Sciences,"Economics, Econometrics and Finance",Social Sciences,,
16600,Physics and Astronomy,Physical Sciences,Decision Sciences,Social Sciences,,
1518248,Physics and Astronomy,Physical Sciences,Social Sciences,Social Sciences,,
68285,Physics and Astronomy,Physical Sciences,Decision Sciences,Social Sciences,Engineering,Physical Sciences
1281662,Physics and Astronomy,Physical Sciences,Decision Sciences,Social Sciences,Engineering,Physical Sciences
111962,Materials Science,Physical Sciences,Physics and Astronomy,Physical Sciences,"Business, Management and Accounting",Social Sciences
83962,Physics and Astronomy,Physical Sciences,"Economics, Econometrics and Finance",Social Sciences,,
502795,Engineering,Physical Sciences,Social Sciences,Social Sciences,,
1431059,Social Sciences,Social Sciences,Energy,Physical Sciences,Environmental Science,Physical Sciences
1349982,Mathematics,Physical Sciences,"Economics, Econometrics and Finance",Social Sciences,Physics and Astronomy,Physical Sciences
172034,Chemistry,Physical Sciences,Arts and Humanities,Social Sciences,Physics and Astronomy,Physical Sciences
790774,Environmental Science,Physical Sciences,Engineering,Physical Sciences,"Economics, Econometrics and Finance",Social Sciences
141656,Environmental Science,Physical Sciences,"Economics, Econometrics and Finance",Social Sciences,,
757261,"Economics, Econometrics and Finance",Social Sciences,Decision Sciences,Social Sciences,,
1319203,Computer Science,Physical Sciences,Social Sciences,Social Sciences,Engineering,Physical Sciences
369837,Physics and Astronomy,Physical Sciences,Decision Sciences,Social Sciences,,
1276154,Engineering,Physical Sciences,Materials Science,Physical Sciences,Social Sciences,Social Sciences
104024,Social Sciences,Social Sciences,Psychology,Social Sciences,,
1319038,Physics and Astronomy,Physical Sciences,Social Sciences,Social Sciences,,
769340,Physics and Astronomy,Physical Sciences,Social Sciences,Social Sciences,,
215646,Physics and Astronomy,Physical Sciences,Social Sciences,Social Sciences,,
333128,Physics and Astronomy,Physical Sciences,Decision Sciences,Social Sciences,,
934980,Social Sciences,Social Sciences,Medicine,Health Sciences,"Biochemistry, Genetics and Molecular Biology",Life Sciences
59185,Social Sciences,Social Sciences,Decision Sciences,Social Sciences,,
263064,Social Sciences,Social Sciences,"Biochemistry, Genetics and Molecular Biology",Life Sciences,,
1511288,Social Sciences,Social Sciences,Psychology,Social Sciences,"Biochemistry, Genetics and Molecular Biology",Life Sciences
1311242,Social Sciences,Social Sciences,Decision Sciences,Social Sciences,,
1418027,Social Sciences,Social Sciences,Physics and Astronomy,Physical Sciences,Medicine,Health Sciences
140732,Physics and Astronomy,Physical Sciences,Arts and Humanities,Social Sciences,Mathematics,Physical Sciences
893365,Decision Sciences,Social Sciences,Physics and Astronomy,Physical Sciences,Computer Science,Physical Sciences
837959,Environmental Science,Physical Sciences,Earth and Planetary Sciences,Physical Sciences,Social Sciences,Social Sciences
309780,Psychology,Social Sciences,Mathematics,Physical Sciences,Social Sciences,Social Sciences
1347557,Social Sciences,Social Sciences,Decision Sciences,Social Sciences,"Biochemistry, Genetics and Molecular Biology",Life Sciences
1390412,Social Sciences,Social Sciences,Physics and Astronomy,Physical Sciences,Psychology,Social Sciences
1285172,Social Sciences,Social Sciences,Psychology,Social Sciences,,
1443004,Mathematics,Physical Sciences,"Economics, Econometrics and Finance",Social Sciences,,
43840,Medicine,Health Sciences,Physics and Astronomy,Physical Sciences,Social Sciences,Social Sciences
1474930,Computer Science,Physical Sciences,Social Sciences,Social Sciences,,
1435976,Physics and Astronomy,Physical Sciences,Social Sciences,Social Sciences,,
574091,Engineering,Physical Sciences,Social Sciences,Social Sciences,Environmental Science,Physical Sciences
113728,Computer Science,Physical Sciences,Decision Sciences,Social Sciences,,
149363,Physics and Astronomy,Physical Sciences,Computer Science,Physical Sciences,Arts and Humanities,Social Sciences
51863,Physics and Astronomy,Physical Sciences,Social Sciences,Social Sciences,,
1524643,Computer Science,Physical Sciences,Social Sciences,Social Sciences,,
407074,Physics and Astronomy,Physical Sciences,Computer Science,Physical Sciences,Decision Sciences,Social Sciences
1354712,Psychology,Social Sciences,Engineering,Physical Sciences,Computer Science,Physical Sciences
209224,Computer Science,Physical Sciences,Decision Sciences,Social Sciences,Physics and Astronomy,Physical Sciences
1469713,Physics and Astronomy,Physical Sciences,Arts and Humanities,Social Sciences,Medicine,Health Sciences
1453993,Physics and Astronomy,Physical Sciences,Arts and Humanities,Social Sciences,Chemistry,Physical Sciences
162595,Decision Sciences,Social Sciences,Materials Science,Physical Sciences,Computer Science,Physical Sciences
71005,Computer Science,Physical Sciences,Decision Sciences,Social Sciences,,
1455208,Computer Science,Physical Sciences,Decision Sciences,Social Sciences,,
1506562,Computer Science,Physical Sciences,Mathematics,Physical Sciences,Decision Sciences,Social Sciences
912282,Physics and Astronomy,Physical Sciences,Decision Sciences,Social Sciences,,
1505833,Social Sciences,Social Sciences,Physics and Astronomy,Physical Sciences,,
136967,Physics and Astronomy,Physical Sciences,"Economics, Econometrics and Finance",Social Sciences,,
206450,Physics and Astronomy,Physical Sciences,"Economics, Econometrics and Finance",Social Sciences,,
22816,Computer Science,Physical Sciences,Arts and Humanities,Social Sciences,,
348166,Engineering,Physical Sciences,"Business, Management and Accounting",Social Sciences,Social Sciences,Social Sciences
1436204,Social Sciences,Social Sciences,Engineering,Physical Sciences,,
1386578,Engineering,Physical Sciences,Social Sciences,Social Sciences,Medicine,Health Sciences
1386580,Social Sciences,Social Sciences,Health Professions,Health Sciences,Engineering,Physical Sciences
1387495,Engineering,Physical Sciences,Social Sciences,Social Sciences,,
1386758,Social Sciences,Social Sciences,Engineering,Physical Sciences,,
1387504,Engineering,Physical Sciences,"Business, Management and Accounting",Social Sciences,,
1386579,Engineering,Physical Sciences,"Business, Management and Accounting",Social Sciences,,
87245,Social Sciences,Social Sciences,Neuroscience,Life Sciences,,
455222,Computer Science,Physical Sciences,Decision Sciences,Social Sciences,,
451273,Computer Science,Physical Sciences,Social Sciences,Social Sciences,,
1384249,Computer Science,Physical Sciences,Decision Sciences,Social Sciences,,
1210403,Computer Science,Physical Sciences,Decision Sciences,Social Sciences,"Business, Management and Accounting",Social Sciences
1210410,Computer Science,Physical Sciences,Decision Sciences,Social Sciences,,
988332,Mathematics,Physical Sciences,"Economics, Econometrics and Finance",Social Sciences,,
350411,"Economics, Econometrics and Finance",Social Sciences,Medicine,Health Sciences,"Biochemistry, Genetics and Molecular Biology",Life Sciences
1266235,Social Sciences,Social Sciences,Engineering,Physical Sciences,,
56107,Computer Science,Physical Sciences,Decision Sciences,Social Sciences,,
1509676,Decision Sciences,Social Sciences,Engineering,Physical Sciences,Computer Science,Physical Sciences
1492061,Decision Sciences,Social Sciences,Medicine,Health Sciences,Mathematics,Physical Sciences
347057,Physics and Astronomy,Physical Sciences,Medicine,Health Sciences,Arts and Humanities,Social Sciences
48673,Physics and Astronomy,Physical Sciences,Computer Science,Physical Sciences,Arts and Humanities,Social Sciences
1524553,Physics and Astronomy,Physical Sciences,Arts and Humanities,Social Sciences,Chemistry,Physical Sciences
1345127,Physics and Astronomy,Physical Sciences,Decision Sciences,Social Sciences,,
113706,Computer Science,Physical Sciences,Decision Sciences,Social Sciences,,
1193201,Computer Science,Physical Sciences,Decision Sciences,Social Sciences,,
1501163,Physics and Astronomy,Physical Sciences,Social Sciences,Social Sciences,,
217837,Computer Science,Physical Sciences,Decision Sciences,Social Sciences,,
1283415,Social Sciences,Social Sciences,Computer Science,Physical Sciences,,
192097,Engineering,Physical Sciences,Decision Sciences,Social Sciences,Mathematics,Physical Sciences
244480,Social Sciences,Social Sciences,Physics and Astronomy,Physical Sciences,,
1199442,Computer Science,Physical Sciences,Social Sciences,Social Sciences,,
823590,Psychology,Social Sciences,Computer Science,Physical Sciences,,
1489051,Computer Science,Physical Sciences,Psychology,Social Sciences,,
1480021,Arts and Humanities,Social Sciences,,,,
633633,Computer Science,Physical Sciences,Decision Sciences,Social Sciences,,
1464646,Arts and Humanities,Social Sciences,Computer Science,Physical Sciences,,
42953,Neuroscience,Life Sciences,Computer Science,Physical Sciences,Social Sciences,Social Sciences
1379733,Social Sciences,Social Sciences,,,,
1400962,"Economics, Econometrics and Finance",Social Sciences,,,,
528934,Social Sciences,Social Sciences,Neuroscience,Life Sciences,Computer Science,Physical Sciences
1478446,Social Sciences,Social Sciences,Computer Science,Physical Sciences,,
1447178,Engineering,Physical Sciences,Computer Science,Physical Sciences,"Economics, Econometrics and Finance",Social Sciences
117374,Computer Science,Physical Sciences,Decision Sciences,Social Sciences,,
1499854,Social Sciences,Social Sciences,Psychology,Social Sciences,,
833551,Mathematics,Physical Sciences,"Economics, Econometrics and Finance",Social Sciences,Social Sciences,Social Sciences
330565,Social Sciences,Social Sciences,"Biochemistry, Genetics and Molecular Biology",Life Sciences,Physics and Astronomy,Physical Sciences
600205,Decision Sciences,Social Sciences,Engineering,Physical Sciences,Physics and Astronomy,Physical Sciences
1527980,Environmental Science,Physical Sciences,Engineering,Physical Sciences,Decision Sciences,Social Sciences
474992,Physics and Astronomy,Physical Sciences,Psychology,Social Sciences,,
1218783,Physics and Astronomy,Physical Sciences,"Economics, Econometrics and Finance",Social Sciences,"Biochemistry, Genetics and Molecular Biology",Life Sciences
201013,Engineering,Physical Sciences,"Economics, Econometrics and Finance",Social Sciences,Environmental Science,Physical Sciences
1450132,Mathematics,Physical Sciences,Computer Science,Physical Sciences,Psychology,Social Sciences
162992,Computer Science,Physical Sciences,Decision Sciences,Social Sciences,,
294321,Neuroscience,Life Sciences,Psychology,Social Sciences,Computer Science,Physical Sciences
1221622,Computer Science,Physical Sciences,Psychology,Social Sciences,,
141699,Computer Science,Physical Sciences,Decision Sciences,Social Sciences,,
175916,Mathematics,Physical Sciences,Computer Science,Physical Sciences,Decision Sciences,Social Sciences
859039,Mathematics,Physical Sciences,Decision Sciences,Social Sciences,,
1510404,Decision Sciences,Social Sciences,Computer Science,Physical Sciences,,
64231,Computer Science,Physical Sciences,Decision Sciences,Social Sciences,,
299890,Mathematics,Physical Sciences,"Economics, Econometrics and Finance",Social Sciences,,
357078,Arts and Humanities,Social Sciences,,,,
1521854,"Economics, Econometrics and Finance",Social Sciences,,,,
1373652,"Economics, Econometrics and Finance",Social Sciences,,,,
51714,Engineering,Physical Sciences,Mathematics,Physical Sciences,Decision Sciences,Social Sciences
49140,Computer Science,Physical Sciences,Arts and Humanities,Social Sciences,,
1376326,Computer Science,Physical Sciences,Social Sciences,Social Sciences,,
1169528,Neuroscience,Life Sciences,Psychology,Social Sciences,,
1514953,Neuroscience,Life Sciences,Psychology,Social Sciences,,
111688,Physics and Astronomy,Physical Sciences,"Economics, Econometrics and Finance",Social Sciences,,
361611,Computer Science,Physical Sciences,Decision Sciences,Social Sciences,,
1513756,Computer Science,Physical Sciences,Decision Sciences,Social Sciences,,
120240,Computer Science,Physical Sciences,Decision Sciences,Social Sciences,,
1298933,Computer Science,Physical Sciences,Decision Sciences,Social Sciences,,
205956,Physics and Astronomy,Physical Sciences,Arts and Humanities,Social Sciences,,
684900,"Economics, Econometrics and Finance",Social Sciences,Environmental Science,Physical Sciences,,
1463265,Environmental Science,Physical Sciences,Decision Sciences,Social Sciences,,
1234545,Social Sciences,Social Sciences,,,,
46097,Computer Science,Physical Sciences,Social Sciences,Social Sciences,,
231353,Computer Science,Physical Sciences,Social Sciences,Social Sciences,,
438188,Social Sciences,Social Sciences,,,,
1439391,Social Sciences,Social Sciences,Neuroscience,Life Sciences,Computer Science,Physical Sciences
331179,Decision Sciences,Social Sciences,,,,
1507304,Decision Sciences,Social Sciences,"Business, Management and Accounting",Social Sciences,,
28278,Computer Science,Physical Sciences,Neuroscience,Life Sciences,Psychology,Social Sciences
1289550,Neuroscience,Life Sciences,Psychology,Social Sciences,,
1408920,Computer Science,Physical Sciences,Psychology,Social Sciences,,
140693,Psychology,Social Sciences,Mathematics,Physical Sciences,,
1405692,Mathematics,Physical Sciences,"Economics, Econometrics and Finance",Social Sciences,,
1200204,Computer Science,Physical Sciences,Psychology,Social Sciences,,
191101,Engineering,Physical Sciences,Social Sciences,Social Sciences,,
1366871,Engineering,Physical Sciences,Physics and Astronomy,Physical Sciences,Social Sciences,Social Sciences
280761,Computer Science,Physical Sciences,"Biochemistry, Genetics and Molecular Biology",Life Sciences,Social Sciences,Social Sciences
102088,Computer Science,Physical Sciences,Social Sciences,Social Sciences,,
377127,"Economics, Econometrics and Finance",Social Sciences,Mathematics,Physical Sciences,,
1361298,Physics and Astronomy,Physical Sciences,Arts and Humanities,Social Sciences,Psychology,Social Sciences
279127,"Economics, Econometrics and Finance",Social Sciences,Decision Sciences,Social Sciences,,
1452708,Computer Science,Physical Sciences,Decision Sciences,Social Sciences,,
137847,Mathematics,Physical Sciences,Psychology,Social Sciences,Computer Science,Physical Sciences
1426497,Veterinary,Health Sciences,Decision Sciences,Social Sciences,Social Sciences,Social Sciences
106358,Physics and Astronomy,Physical Sciences,Arts and Humanities,Social Sciences,,
1497938,Physics and Astronomy,Physical Sciences,Decision Sciences,Social Sciences,,
150450,Computer Science,Physical Sciences,Social Sciences,Social Sciences,,
111001,Psychology,Social Sciences,Computer Science,Physical Sciences,Social Sciences,Social Sciences
319153,Psychology,Social Sciences,Social Sciences,Social Sciences,,
316665,Computer Science,Physical Sciences,Psychology,Social Sciences,,
317967,Computer Science,Physical Sciences,Psychology,Social Sciences,,
1458162,Social Sciences,Social Sciences,Arts and Humanities,Social Sciences,,
1458166,Psychology,Social Sciences,Social Sciences,Social Sciences,Computer Science,Physical Sciences
1458168,Social Sciences,Social Sciences,Computer Science,Physical Sciences,Psychology,Social Sciences
1320861,Psychology,Social Sciences,Arts and Humanities,Social Sciences,,
1248984,Psychology,Social Sciences,Social Sciences,Social Sciences,,
1350573,Computer Science,Physical Sciences,Psychology,Social Sciences,,
270366,Materials Science,Physical Sciences,Physics and Astronomy,Physical Sciences,"Business, Management and Accounting",Social Sciences
1337832,Social Sciences,Social Sciences,Medicine,Health Sciences,Computer Science,Physical Sciences
44113,Decision Sciences,Social Sciences,"Economics, Econometrics and Finance",Social Sciences,,
1451068,Decision Sciences,Social Sciences,"Economics, Econometrics and Finance",Social Sciences,,
1395624,Materials Science,Physical Sciences,Computer Science,Physical Sciences,Decision Sciences,Social Sciences
288325,Engineering,Physical Sciences,Decision Sciences,Social Sciences,,
1510035,Engineering,Physical Sciences,Decision Sciences,Social Sciences,,
31918,Social Sciences,Social Sciences,Computer Science,Physical Sciences,,
1270948,Computer Science,Physical Sciences,Social Sciences,Social Sciences,,
1512174,"Business, Management and Accounting",Social Sciences,Computer Science,Physical Sciences,,
1439993,Decision Sciences,Social Sciences,Physics and Astronomy,Physical Sciences,Computer Science,Physical Sciences
1430208,Decision Sciences,Social Sciences,Social Sciences,Social Sciences,Computer Science,Physical Sciences
577140,Engineering,Physical Sciences,Decision Sciences,Social Sciences,,
1478476,Decision Sciences,Social Sciences,Computer Science,Physical Sciences,Materials Science,Physical Sciences
1377896,Physics and Astronomy,Physical Sciences,Social Sciences,Social Sciences,,
38532,Computer Science,Physical Sciences,Decision Sciences,Social Sciences,"Biochemistry, Genetics and Molecular Biology",Life Sciences
39731,"Economics, Econometrics and Finance",Social Sciences,,,,
1521418,"Economics, Econometrics and Finance",Social Sciences,Decision Sciences,Social Sciences,,
1372810,Psychology,Social Sciences,Medicine,Health Sciences,Arts and Humanities,Social Sciences
82723,Decision Sciences,Social Sciences,Engineering,Physical Sciences,Computer Science,Physical Sciences
11290,Computer Science,Physical Sciences,Social Sciences,Social Sciences,,
480973,Computer Science,Physical Sciences,Social Sciences,Social Sciences,,
1509342,Computer Science,Physical Sciences,Social Sciences,Social Sciences,,
1462400,Social Sciences,Social Sciences,Computer Science,Physical Sciences,,
329418,Mathematics,Physical Sciences,"Economics, Econometrics and Finance",Social Sciences,,
1507306,Computer Science,Physical Sciences,Psychology,Social Sciences,,
731775,Computer Science,Physical Sciences,Social Sciences,Social Sciences,Environmental Science,Physical Sciences
70313,Computer Science,Physical Sciences,Social Sciences,Social Sciences,,
301636,Computer Science,Physical Sciences,Social Sciences,Social Sciences,,
1441782,Computer Science,Physical Sciences,Social Sciences,Social Sciences,,
1421990,Physics and Astronomy,Physical Sciences,"Economics, Econometrics and Finance",Social Sciences,Energy,Physical Sciences
294692,Mathematics,Physical Sciences,Physics and Astronomy,Physical Sciences,Decision Sciences,Social Sciences
708809,Computer Science,Physical Sciences,"Economics, Econometrics and Finance",Social Sciences,Arts and Humanities,Social Sciences
1114222,Physics and Astronomy,Physical Sciences,"Economics, Econometrics and Finance",Social Sciences,Mathematics,Physical Sciences
269091,Mathematics,Physical Sciences,Medicine,Health Sciences,"Economics, Econometrics and Finance",Social Sciences
1428260,Mathematics,Physical Sciences,"Economics, Econometrics and Finance",Social Sciences,Psychology,Social Sciences
450398,Computer Science,Physical Sciences,Decision Sciences,Social Sciences,Social Sciences,Social Sciences
1353305,Decision Sciences,Social Sciences,Computer Science,Physical Sciences,,
105625,Physics and Astronomy,Physical Sciences,Arts and Humanities,Social Sciences,,
312747,Decision Sciences,Social Sciences,Computer Science,Physical Sciences,,
1365322,Decision Sciences,Social Sciences,Computer Science,Physical Sciences,,
1524907,Agricultural and Biological Sciences,Life Sciences,Computer Science,Physical Sciences,Psychology,Social Sciences
28667,Physics and Astronomy,Physical Sciences,"Economics, Econometrics and Finance",Social Sciences,,
1414801,Computer Science,Physical Sciences,Decision Sciences,Social Sciences,,
1476937,Environmental Science,Physical Sciences,"Economics, Econometrics and Finance",Social Sciences,Computer Science,Physical Sciences
91862,Computer Science,Physical Sciences,Social Sciences,Social Sciences,Medicine,Health Sciences
1411984,Decision Sciences,Social Sciences,Mathematics,Physical Sciences,"Economics, Econometrics and Finance",Social Sciences
1466831,Physics and Astronomy,Physical Sciences,"Economics, Econometrics and Finance",Social Sciences,Mathematics,Physical Sciences
17581,Physics and Astronomy,Physical Sciences,Social Sciences,Social Sciences,,
1346474,Engineering,Physical Sciences,Decision Sciences,Social Sciences,,
267735,Psychology,Social Sciences,Engineering,Physical Sciences,,
1521460,Engineering,Physical Sciences,Psychology,Social Sciences,"Business, Management and Accounting",Social Sciences
39035,Physics and Astronomy,Physical Sciences,Social Sciences,Social Sciences,,
1452210,Social Sciences,Social Sciences,Computer Science,Physical Sciences,,
353147,Arts and Humanities,Social Sciences,,,,
110786,Arts and Humanities,Social Sciences,Social Sciences,Social Sciences,,
214332,Social Sciences,Social Sciences,Arts and Humanities,Social Sciences,,
1279003,Arts and Humanities,Social Sciences,Medicine,Health Sciences,Social Sciences,Social Sciences
1522087,Social Sciences,Social Sciences,Arts and Humanities,Social Sciences,,
1378931,Social Sciences,Social Sciences,Arts and Humanities,Social Sciences,,
1502052,Decision Sciences,Social Sciences,Social Sciences,Social Sciences,,
750515,"Economics, Econometrics and Finance",Social Sciences,Decision Sciences,Social Sciences,,
1219556,Mathematics,Physical Sciences,"Economics, Econometrics and Finance",Social Sciences,,
1473812,Computer Science,Physical Sciences,Decision Sciences,Social Sciences,Social Sciences,Social Sciences
1506674,Psychology,Social Sciences,Physics and Astronomy,Physical Sciences,,
1478654,Arts and Humanities,Social Sciences,Computer Science,Physical Sciences,Engineering,Physical Sciences
297530,Physics and Astronomy,Physical Sciences,"Economics, Econometrics and Finance",Social Sciences,,
1226499,Computer Science,Physical Sciences,Psychology,Social Sciences,,
301177,Engineering,Physical Sciences,Decision Sciences,Social Sciences,,
300602,Physics and Astronomy,Physical Sciences,"Economics, Econometrics and Finance",Social Sciences,,
1456250,Medicine,Health Sciences,"Economics, Econometrics and Finance",Social Sciences,Mathematics,Physical Sciences
1168252,Social Sciences,Social Sciences,Physics and Astronomy,Physical Sciences,Engineering,Physical Sciences
396833,Physics and Astronomy,Physical Sciences,Social Sciences,Social Sciences,,
1304910,Physics and Astronomy,Physical Sciences,"Economics, Econometrics and Finance",Social Sciences,,
329550,Physics and Astronomy,Physical Sciences,Computer Science,Physical Sciences,Arts and Humanities,Social Sciences
1412895,Physics and Astronomy,Physical Sciences,Arts and Humanities,Social Sciences,Computer Science,Physical Sciences
1456694,Physics and Astronomy,Physical Sciences,Arts and Humanities,Social Sciences,,
103990,"Economics, Econometrics and Finance",Social Sciences,Physics and Astronomy,Physical Sciences,"Biochemistry, Genetics and Molecular Biology",Life Sciences
333572,Social Sciences,Social Sciences,Computer Science,Physical Sciences,,
326622,"Economics, Econometrics and Finance",Social Sciences,,,,
